source_file,name,description,geometry_type,longitude,latitude,altitude
Historical plaque export 2023,37,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">

<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">

<td>37</td>

</tr>

<tr>

<td>

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">

<tr>

<td>FID</td>

<td>0</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>FID_1</td>

<td>37</td>

</tr>

<tr>

<td>Title</td>

<td>Armadale Free Methodist Church 1880, The</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Location</td>

<td>In front of the church, Passmore Avenue, west of Markham Road, Toronto</td>

</tr>

<tr>

<td>Street_add</td>

<td>Passmore Avenue</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>City</td>

<td>Toronto</td>

</tr>

<tr>

<td>Province</td>

<td>ON</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Postal_cod</td>

<td></td>

</tr>

<tr>

<td>Country</td>

<td>Canada</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Lat</td>

<td>43.829098</td>

</tr>

<tr>

<td>Long</td>

<td>-79.258216</td>

</tr>

</table>

</td>

</tr>

</table>

</body><script type=""text/javascript"">

				function changeImage(attElement, nameElement) {

				document.getElementById('imageAttachment').src = attElement;

				document.getElementById('imageName').innerHTML = nameElement;}

			</script></html>

",Point,-79.25821575,43.82909823905749,0.0
Historical plaque export 2023,272,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">

<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">

<td>272</td>

</tr>

<tr>

<td>

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">

<tr>

<td>FID</td>

<td>1</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>FID_1</td>

<td>272</td>

</tr>

<tr>

<td>Title</td>

<td>Founding of Ajax, The</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Location</td>

<td>At the municipal building, 65 Harwood Avenue South, Ajax</td>

</tr>

<tr>

<td>Street_add</td>

<td>65 Harwood Avenue South</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>City</td>

<td>Ajax</td>

</tr>

<tr>

<td>Province</td>

<td>ON</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Postal_cod</td>

<td>L1S 2H9</td>

</tr>

<tr>

<td>Country</td>

<td>Canada</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Lat</td>

<td>43.850574</td>

</tr>

<tr>

<td>Long</td>

<td>-79.020483</td>

</tr>

</table>

</td>

</tr>

</table>

</body><script type=""text/javascript"">

				function changeImage(attElement, nameElement) {

				document.getElementById('imageAttachment').src = attElement;

				document.getElementById('imageName').innerHTML = nameElement;}

			</script></html>

",Point,-79.02048274,43.85057408905747,0.0
Historical plaque export 2023,322,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">

<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">

<td>322</td>

</tr>

<tr>

<td>

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">

<tr>

<td>FID</td>

<td>2</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>FID_1</td>

<td>322</td>

</tr>

<tr>

<td>Title</td>

<td>Founding of Pickering, The</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Location</td>

<td>Near the intersection of Kingston Road West and Old Kingston Road in the former village of Pickering</td>

</tr>

<tr>

<td>Street_add</td>

<td>77 Randall Drive</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>City</td>

<td>Ajax</td>

</tr>

<tr>

<td>Province</td>

<td>ON</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Postal_cod</td>

<td>L1S 6L4</td>

</tr>

<tr>

<td>Country</td>

<td>Canada</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Lat</td>

<td>43.854359</td>

</tr>

<tr>

<td>Long</td>

<td>-79.056901</td>

</tr>

</table>

</td>

</tr>

</table>

</body><script type=""text/javascript"">

				function changeImage(attElement, nameElement) {

				document.getElementById('imageAttachment').src = attElement;

				document.getElementById('imageName').innerHTML = nameElement;}

			</script></html>

",Point,-79.05690111,43.85435895905745,0.0
Historical plaque export 2023,67,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">

<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">

<td>67</td>

</tr>

<tr>

<td>

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">

<tr>

<td>FID</td>

<td>52</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>FID_1</td>

<td>67</td>

</tr>

<tr>

<td>Title</td>

<td>Berczy Settlement 1794, The</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Location</td>

<td>At Bethesda Lutheran Cemetery, in the vicinity of the former settlement, Kennedy Road, just north of Unionville</td>

</tr>

<tr>

<td>Street_add</td>

<td></td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>City</td>

<td></td>

</tr>

<tr>

<td>Province</td>

<td></td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Postal_cod</td>

<td></td>

</tr>

<tr>

<td>Country</td>

<td></td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Lat</td>

<td>43.883515</td>

</tr>

<tr>

<td>Long</td>

<td>-79.314214</td>

</tr>

</table>

</td>

</tr>

</table>

</body><script type=""text/javascript"">

				function changeImage(attElement, nameElement) {

				document.getElementById('imageAttachment').src = attElement;

				document.getElementById('imageName').innerHTML = nameElement;}

			</script></html>

",Point,-79.31421359,43.88351540905742,0.0
Historical plaque export 2023,68,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">

<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">

<td>68</td>

</tr>

<tr>

<td>

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">

<tr>

<td>FID</td>

<td>53</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>FID_1</td>

<td>68</td>

</tr>

<tr>

<td>Title</td>

<td>Bethesda Church and Burying Ground</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Location</td>

<td>At Bethesda Lutheran Cemetery near the site of the former church, Kennedy Road, just north of Unionville</td>

</tr>

<tr>

<td>Street_add</td>

<td></td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>City</td>

<td></td>

</tr>

<tr>

<td>Province</td>

<td></td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Postal_cod</td>

<td></td>

</tr>

<tr>

<td>Country</td>

<td></td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Lat</td>

<td>43.883515</td>

</tr>

<tr>

<td>Long</td>

<td>-79.314214</td>

</tr>

</table>

</td>

</tr>

</table>

</body><script type=""text/javascript"">

				function changeImage(attElement, nameElement) {

				document.getElementById('imageAttachment').src = attElement;

				document.getElementById('imageName').innerHTML = nameElement;}

			</script></html>

",Point,-79.31421359,43.88351540905742,0.0
Historical plaque export 2023,308,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">

<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">

<td>308</td>

</tr>

<tr>

<td>

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">

<tr>

<td>FID</td>

<td>54</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>FID_1</td>

<td>308</td>

</tr>

<tr>

<td>Title</td>

<td>Founding of Markham, The</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Location</td>

<td>At the Markham Museum, Highway 48, Markham</td>

</tr>

<tr>

<td>Street_add</td>

<td>9350 Markham Road</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>City</td>

<td>Markham</td>

</tr>

<tr>

<td>Province</td>

<td>ON</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Postal_cod</td>

<td>L3P 3J3</td>

</tr>

<tr>

<td>Country</td>

<td>Canada</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Lat</td>

<td>43.893824</td>

</tr>

<tr>

<td>Long</td>

<td>-79.264785</td>

</tr>

</table>

</td>

</tr>

</table>

</body><script type=""text/javascript"">

				function changeImage(attElement, nameElement) {

				document.getElementById('imageAttachment').src = attElement;

				document.getElementById('imageName').innerHTML = nameElement;}

			</script></html>

",Point,-79.26478521,43.89382353905741,0.0
Historical plaque export 2023,411,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">

<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">

<td>411</td>

</tr>

<tr>

<td>

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">

<tr>

<td>FID</td>

<td>93</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>FID_1</td>

<td>411</td>

</tr>

<tr>

<td>Title</td>

<td>Honourable George Stewart Henry 1871-1958, The</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Location</td>

<td>At St. Matthew the Apostle and The Church of the Covenant, the site of his former farm, 80 George Henry Boulevard, Toronto</td>

</tr>

<tr>

<td>Street_add</td>

<td>80 George Henry Blvd.</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>City</td>

<td>Toronto</td>

</tr>

<tr>

<td>Province</td>

<td>ON</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Postal_cod</td>

<td>M2J 1E7</td>

</tr>

<tr>

<td>Country</td>

<td>Canada</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Lat</td>

<td>43.77368</td>

</tr>

<tr>

<td>Long</td>

<td>-79.35118</td>

</tr>

</table>

</td>

</tr>

</table>

</body><script type=""text/javascript"">

				function changeImage(attElement, nameElement) {

				document.getElementById('imageAttachment').src = attElement;

				document.getElementById('imageName').innerHTML = nameElement;}

			</script></html>

",Point,-79.35118,43.77367999905755,0.0
Historical plaque export 2023,449,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">

<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">

<td>449</td>

</tr>

<tr>

<td>

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">

<tr>

<td>FID</td>

<td>94</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>FID_1</td>

<td>449</td>

</tr>

<tr>

<td>Title</td>

<td>James Shaver Woodsworth 1874-1942</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Location</td>

<td>In front of Applewood, the former Woodsworth homestead, 450 The West Mall, Toronto</td>

</tr>

<tr>

<td>Street_add</td>

<td>450 The West Mall</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>City</td>

<td>Toronto</td>

</tr>

<tr>

<td>Province</td>

<td>ON</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Postal_cod</td>

<td>M9C 1E9</td>

</tr>

<tr>

<td>Country</td>

<td>Canada</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Lat</td>

<td>43.64815</td>

</tr>

<tr>

<td>Long</td>

<td>-79.568567</td>

</tr>

</table>

</td>

</tr>

</table>

</body><script type=""text/javascript"">

				function changeImage(attElement, nameElement) {

				document.getElementById('imageAttachment').src = attElement;

				document.getElementById('imageName').innerHTML = nameElement;}

			</script></html>

",Point,-79.568567,43.64814999905774,0.0
Historical plaque export 2023,591,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">

<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">

<td>591</td>

</tr>

<tr>

<td>

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">

<tr>

<td>FID</td>

<td>95</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>FID_1</td>

<td>591</td>

</tr>

<tr>

<td>Title</td>

<td>Montgomery's Inn</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Location</td>

<td>In front of the inn, 4709 Dundas Street West, Toronto</td>

</tr>

<tr>

<td>Street_add</td>

<td></td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>City</td>

<td></td>

</tr>

<tr>

<td>Province</td>

<td></td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Postal_cod</td>

<td></td>

</tr>

<tr>

<td>Country</td>

<td></td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Lat</td>

<td>43.6519</td>

</tr>

<tr>

<td>Long</td>

<td>-79.525717</td>

</tr>

</table>

</td>

</tr>

</table>

</body><script type=""text/javascript"">

				function changeImage(attElement, nameElement) {

				document.getElementById('imageAttachment').src = attElement;

				document.getElementById('imageName').innerHTML = nameElement;}

			</script></html>

",Point,-79.525717,43.65189999905773,0.0
Historical plaque export 2023,784,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">

<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">

<td>784</td>

</tr>

<tr>

<td>

<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">

<tr>

<td>FID</td>

<td>109</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>FID_1</td>

<td>784</td>

</tr>

<tr>

<td>Title</td>

<td>Sir Byron Edmund Walker, C.V.O., LL.D., D.C.L. 1848-1924</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Location</td>

<td>At Innisfree Farm, 1176 Second Line, Town of Innisfil.</td>

</tr>

<tr>

<td>Street_add</td>

<td>1176 2 Line</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>City</td>

<td>Innisfil</td>

</tr>

<tr>

<td>Province</td>

<td>ON</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Postal_cod</td>

<td>L0L 1K0</td>

</tr>

<tr>

<td>Country</td>

<td>Canada</td>

</tr>

<tr bgcolor=""#D4E4F3"">

<td>Lat</td>

<td>44.240942</td>

</tr>

<tr>

<td>Long</td>

<td>-79.53432</td>

</tr>

</table>

</td>

</tr>

</table>

</body><script type=""text/javascript"">

				function changeImage(attElement, nameElement) {

				document.getElementById('imageAttachment').src = attElement;

				document.getElementById('imageName').innerHTML = nameElement;}

			</script></html>

",Point,-79.5343203,44.24094199905706,0.0
